user_id,details,timestamp
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:16:24.431561
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:16:29.449612
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:16:32.928296
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:16:37.229440
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:16:40.091381
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:16:43.038566
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:16:46.360961
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:16:49.328231
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:17:16.147946
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:17:21.074174
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:17:24.235142
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:17:26.896580
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:17:31.981401
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:17:34.798827
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:17:37.612028
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:17:40.413547
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:17:43.179266
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:17:45.744461
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:12.008755
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:15.928562
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:19.279855
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:22.029918
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:24.767291
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:27.389985
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:29.822360
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:32.279821
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:38.914469
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:41.131485
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:45.941393
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:49.336858
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:51.952921
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:18:53.918489
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:03.935995
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:06.186836
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:08.540486
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:10.388829
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:13.480034
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:16.096370
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:18.144342
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:20.992079
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:23.662482
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:31.451405
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:33.975811
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:36.753098
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:39.513675
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:42.795317
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:48.078844
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:50.874051
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:19:53.233175
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:06.683814
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:09.089174
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:11.890291
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:16.959873
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:19.220199
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:21.518562
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:24.626850
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:26.677933
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:29.517571
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:33.380413
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:38.925287
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:48.594871
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:20:51.295035
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:21:00.036702
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:21:06.918888
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:21:09.379386
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:21:12.596423
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:21:23.776206
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:21:28.063736
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:21:30.795677
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:21:37.304790
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:21:46.529429
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:21:49.176225
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:21:58.116740
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:10.143705
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:12.400018
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:15.126609
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:17.735061
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:20.331817
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:22.894339
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:25.134594
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:27.169296
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:33.315361
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:35.880861
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:38.016145
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:40.717200
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:42.676298
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:50.467816
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:52.649930
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:22:54.897553
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:05.557128
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:09.107928
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:12.097717
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:17.884274
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:21.428323
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:26.103960
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:27.883512
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:38.930556
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:40.975818
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:42.943892
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:45.382157
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:47.571315
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:23:50.041756
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:02.195856
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:04.658202
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:13.899236
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:16.214829
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:18.465933
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:22.656763
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:24.713523
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:34.795923
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:36.819701
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:38.983284
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:40.805447
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:42.895483
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:44.751393
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:46.503595
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:48.684038
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:24:50.764908
